review_index,old_relative_path,old_sha256,old_format,archive_decision,archive_folder,sequence_in_destination,new_filename,new_relative_path,action,destination_exists,fb_selected,photo_selected,reason
448,IMG_4332.JPG,d0ef0fe1c90796ae779280200ab08b9d48b03e396f9c26e37e9a8ab9beeca5fd,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,98,260715_D4_IMG4332_LaLaport_Gundam城市祭典_0098.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4332_LaLaport_Gundam城市祭典_0098.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
449,IMG_4333.JPG,2025b1396d5cbc9845707f815617312fdb788048e6f53c2e31b44be5826ee31c,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,99,260715_D4_IMG4333_LaLaport_Gundam城市祭典_0099.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4333_LaLaport_Gundam城市祭典_0099.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
450,IMG_4334.JPG,22c193d1cf0cbff81306a2c7c289e3ab4036f07bfc84e12887cb45f5b4013c0c,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,100,260715_D4_IMG4334_LaLaport_Gundam城市祭典_0100.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4334_LaLaport_Gundam城市祭典_0100.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
451,IMG_4336.JPG,286f2185d9429f579a3dc6e327a03c646054b26c65b56724dead3f55b5309306,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,1,260715_D4_IMG4336_LaLaport_Gundam購物_0001.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4336_LaLaport_Gundam購物_0001.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
452,IMG_4337.JPG,9862943aa0ca3f6bbb9bd1a40752b30de0cfb80a8f29f7abcafec140b91df211,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,2,260715_D4_IMG4337_LaLaport_Gundam購物_0002.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4337_LaLaport_Gundam購物_0002.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
453,IMG_4338.JPG,7842c3c69b60bf78461ea656eb1e601d352c9fab7875ddf2260bc55c89b07a5b,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,3,260715_D4_IMG4338_LaLaport_Gundam購物_0003.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4338_LaLaport_Gundam購物_0003.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
454,IMG_4339.JPG,6d5a0fcb75e2d5d8f9ebfb1019c2271ba5b532ad1a0ce80be97d4c1f445f7baa,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,4,260715_D4_IMG4339_LaLaport_Gundam購物_0004.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4339_LaLaport_Gundam購物_0004.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
455,IMG_4340.JPG,afed2fc084b2d59811e5f2fd767fac92db0e83d58cc12eaad4d2f295a0a1ed81,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,5,260715_D4_IMG4340_LaLaport_Gundam購物_0005.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4340_LaLaport_Gundam購物_0005.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
456,IMG_4341.JPG,dacee6fba8e00b06c46804ebd8feb027a9c17b0ff382d46b9d9eacf3b07c621e,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,6,260715_D4_IMG4341_LaLaport_Gundam購物_0006.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4341_LaLaport_Gundam購物_0006.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
457,IMG_4342.JPG,105bdbe51d467d54836f70765e4fe61a798ed87ab13f84cf8303ccfcc0780388,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,7,260715_D4_IMG4342_LaLaport_Gundam購物_0007.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4342_LaLaport_Gundam購物_0007.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
458,IMG_4343.JPG,a96ed594aca4eee6abaa4b8b81e6ede1552668fa2deb7339e82546e17790dce9,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,8,260715_D4_IMG4343_LaLaport_Gundam購物_0008.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4343_LaLaport_Gundam購物_0008.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
459,IMG_4345.JPG,65c91eed22d701607f77410b31cecb2a408607129f7e88b8e4a8dec21bfd2f06,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,9,260715_D4_IMG4345_LaLaport_Gundam購物_0009.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4345_LaLaport_Gundam購物_0009.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
460,IMG_4346.JPG,5de6ffce0c4572849193927a2dc351d1f0c7a0adf5b4ebdbc9ce63647037bdc8,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,10,260715_D4_IMG4346_LaLaport_Gundam購物_0010.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4346_LaLaport_Gundam購物_0010.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
461,IMG_4347.JPG,c7b189666b0ae4bec596076e0743fec3431487232ff577d894634db59248f40c,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,11,260715_D4_IMG4347_LaLaport_Gundam購物_0011.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4347_LaLaport_Gundam購物_0011.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
462,IMG_4348.JPG,bf0809b8ad1a23eb7d7e713dde9bd4070504b1cde6eaa72aa945ae87a71bdc05,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,12,260715_D4_IMG4348_LaLaport_Gundam購物_0012.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4348_LaLaport_Gundam購物_0012.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
463,IMG_4350.JPG,d8d42d249b7be4fc6e0d3a2863a8744d8bbd1057f2d818c7fcc52a4afe5c0d69,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,13,260715_D4_IMG4350_LaLaport_Gundam購物_0013.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4350_LaLaport_Gundam購物_0013.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
464,IMG_4352.JPG,7109f1475b9a9308419ee7496f67fada1e5b34a2205ae7bbb767997b7345500e,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,14,260715_D4_IMG4352_LaLaport_Gundam購物_0014.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4352_LaLaport_Gundam購物_0014.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
465,IMG_4353.JPG,19417a58a99dc7d5312a1e9e462048cca0f2de4daa195f343dfd3b9d0e71d75a,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,15,260715_D4_IMG4353_LaLaport_Gundam購物_0015.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4353_LaLaport_Gundam購物_0015.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
466,IMG_4354.JPG,341c928855cd5b71fc1e26628613874ffb61cd0f63269b48f2a0ce1310504b69,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,16,260715_D4_IMG4354_LaLaport_Gundam購物_0016.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4354_LaLaport_Gundam購物_0016.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
467,IMG_4355.JPG,90cde9108dcc6a65771bb81b102d5f3987cb1ab73519608cf811ad96b92195a9,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,17,260715_D4_IMG4355_LaLaport_Gundam購物_0017.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4355_LaLaport_Gundam購物_0017.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
468,IMG_4359.PNG,b5675abce0db507903eecbd104b4d49fc35b3e975fc1b85cea251b02445db7a5,PNG,淘汰候選,_審核後刪除,9,260715_D4_IMG4359_淘汰_待審核_0009.PNG,_審核後刪除/260715_D4_IMG4359_淘汰_待審核_0009.PNG,move_to_review,no,否,否,僅移入既有 _審核後刪除；保留可回復性，不永久刪除
469,IMG_4360.JPG,91e947fbdf8524ecf616e707eef43bdfe4643427aed32332b670bfad5db30402,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,18,260715_D4_IMG4360_LaLaport_Gundam購物_0018.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4360_LaLaport_Gundam購物_0018.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
470,IMG_4361.JPG,95f4395b68a2741995232d0e288f083b2c328c5e1419f3e05903608243f9b292,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,19,260715_D4_IMG4361_LaLaport_Gundam購物_0019.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4361_LaLaport_Gundam購物_0019.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
471,IMG_4362.JPG,d10eadad8813224d0b1d9d7f5550ab141fb6160b1f43974545b4883f853ff385,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,20,260715_D4_IMG4362_LaLaport_Gundam購物_0020.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4362_LaLaport_Gundam購物_0020.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
472,IMG_4363.JPG,f1e199431d0861085fb226d66fe66a4a842617dce2a1e6cbeaa6688a8503a496,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,21,260715_D4_IMG4363_LaLaport_Gundam購物_0021.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4363_LaLaport_Gundam購物_0021.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
473,IMG_4364.JPG,d23d8af98bc2b7167cab16d68784e9145543f68502e50100236c0914ada9d790,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,22,260715_D4_IMG4364_LaLaport_Gundam購物_0022.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4364_LaLaport_Gundam購物_0022.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
474,IMG_4367.JPG,1ea3502c08b9fa3011db82d3c776b9fc4a13d1062266e29e14868581d42a2b1a,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,23,260715_D4_IMG4367_LaLaport_Gundam購物_0023.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4367_LaLaport_Gundam購物_0023.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
475,IMG_4368.JPG,e38e8250d8a8166493fc4ab5e600b017bd9d16b67e644a0e84e93db99ad95c67,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,24,260715_D4_IMG4368_LaLaport_Gundam購物_0024.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4368_LaLaport_Gundam購物_0024.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
476,IMG_4370.JPG,d104575a402b2668fa76c832af08586d5086b05d697770b64a1e74922bb9c5c8,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,25,260715_D4_IMG4370_LaLaport_Gundam購物_0025.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4370_LaLaport_Gundam購物_0025.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
477,IMG_4371.JPG,7b6310dff3f066a4181bc4cd98e33163da549f6a4665f645b16c35bb49520368,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,26,260715_D4_IMG4371_LaLaport_Gundam購物_0026.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4371_LaLaport_Gundam購物_0026.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
478,IMG_4372.JPG,51a6315bcbd266ae6157d5fb2db58b52489378cb72d52997ba21eb929f5e5481,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,27,260715_D4_IMG4372_LaLaport_Gundam購物_0027.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4372_LaLaport_Gundam購物_0027.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
479,IMG_4373.JPG,e68db6162519ed60fd62977caf34bf944b1238f3cc08b380b1802c0626f8f5f5,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,28,260715_D4_IMG4373_LaLaport_Gundam購物_0028.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4373_LaLaport_Gundam購物_0028.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
480,IMG_4374.JPG,c19e3bad4d1761ba4733bad3a8151b69a371860d620d60399ef5fcfeb8e00747,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,29,260715_D4_IMG4374_LaLaport_Gundam購物_0029.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4374_LaLaport_Gundam購物_0029.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
481,IMG_4375.JPG,5bd013ade6364956f02f27fd4070d44a0151c5cfc07b745c70a25e98417a00fc,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,30,260715_D4_IMG4375_LaLaport_Gundam購物_0030.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4375_LaLaport_Gundam購物_0030.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
482,IMG_4376.JPG,7b84c769e818859b37b5edfe01e40f5538b0e0d09fceabc75154d84a373f5230,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,31,260715_D4_IMG4376_LaLaport_Gundam購物_0031.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4376_LaLaport_Gundam購物_0031.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
483,IMG_4377.JPG,80aaa70d135418ceccbf52a7b6fdf219ddc7f168519066ab6bd220acf793fc65,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,32,260715_D4_IMG4377_LaLaport_Gundam購物_0032.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4377_LaLaport_Gundam購物_0032.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
484,IMG_4378.JPG,1931d3eab44318f3f1bfb4d90db502ffd00c689114727e0fc4afd36da56b524a,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,33,260715_D4_IMG4378_LaLaport_Gundam購物_0033.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4378_LaLaport_Gundam購物_0033.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
485,IMG_4379.JPG,621463a9a4e38db57fa8a319f9d44ad0dca7cdafa37f3e2205a7760b4846f01f,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,34,260715_D4_IMG4379_LaLaport_Gundam購物_0034.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4379_LaLaport_Gundam購物_0034.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
486,IMG_4380.JPG,5d45e054c7a440d9bc54c9550354bd2f73055c1ae7b9837a8943264f333d4ebb,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,35,260715_D4_IMG4380_LaLaport_Gundam購物_0035.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4380_LaLaport_Gundam購物_0035.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
487,IMG_4381.JPG,f2e02ee2f70a0dfa4749793ba3dd687eb736c830a9faf118cbfbea879f1860db,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,36,260715_D4_IMG4381_LaLaport_Gundam購物_0036.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4381_LaLaport_Gundam購物_0036.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
488,IMG_4382.JPG,cbda53180e4d5fc3cd78d71f746f0deac925b6addfc3365499d79ab8470c983d,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,37,260715_D4_IMG4382_LaLaport_Gundam購物_0037.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4382_LaLaport_Gundam購物_0037.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
489,IMG_4383.JPG,c6d5141dbc71606781f79da2a03b1d31277ca358cedb9c3f9bce268ae9eae142,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,38,260715_D4_IMG4383_LaLaport_Gundam購物_0038.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4383_LaLaport_Gundam購物_0038.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
490,IMG_4384.JPG,69f922ae351701aa979d812a75701dcd38f2e0df58eade7cf33441b998f90a6c,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,39,260715_D4_IMG4384_LaLaport_Gundam購物_0039.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4384_LaLaport_Gundam購物_0039.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
491,IMG_4385.JPG,58cbd5d7d43ab9649d8848352ea03431ee7561bc92da182cda3ac672b081a737,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,40,260715_D4_IMG4385_LaLaport_Gundam購物_0040.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4385_LaLaport_Gundam購物_0040.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
492,IMG_4386.JPG,69c568bea8212afd741da9765a3aa6d99d2d11cebcdf278596b4ea96186da865,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,41,260715_D4_IMG4386_LaLaport_Gundam購物_0041.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4386_LaLaport_Gundam購物_0041.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
493,IMG_4387.JPG,9b7503da247eb9ee6c447f5fc87a2f6caefffbf321ee869971e48e7f1a0fedd1,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,42,260715_D4_IMG4387_LaLaport_Gundam購物_0042.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4387_LaLaport_Gundam購物_0042.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
494,IMG_4388.JPG,5526f09a6051723e30a306943e79c8e0a6e2c203a982202be6241f9b7543965b,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,43,260715_D4_IMG4388_LaLaport_Gundam購物_0043.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4388_LaLaport_Gundam購物_0043.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
495,IMG_4389.JPG,2ea13b84ff1daf5e432bfeb7eba7cff347855247b6a751504c934a75227e1827,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,44,260715_D4_IMG4389_LaLaport_Gundam購物_0044.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4389_LaLaport_Gundam購物_0044.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
496,IMG_4390.JPG,06691336368c603885e1a20feeae6b5dd998d7e56111d3f959f546666f0efaf8,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,45,260715_D4_IMG4390_LaLaport_Gundam購物_0045.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4390_LaLaport_Gundam購物_0045.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
497,IMG_4391.JPG,4e73c2135383758a76b594682bb80f1f2a862a47922a129f1519ecf57ead6f50,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,46,260715_D4_IMG4391_LaLaport_Gundam購物_0046.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4391_LaLaport_Gundam購物_0046.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
498,IMG_4392.JPG,9f2b2a70af8d4812b01b82cf640e7f97c1b3f32d6c452bf596f6cfb9a4d56fa3,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,47,260715_D4_IMG4392_LaLaport_Gundam購物_0047.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4392_LaLaport_Gundam購物_0047.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
499,IMG_4393.JPG,b3b13672f105b4488ee078440d21038fb26c7201489733f0e857938320a59e81,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,48,260715_D4_IMG4393_LaLaport_Gundam購物_0048.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4393_LaLaport_Gundam購物_0048.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
500,IMG_4394.PNG,b4b51777b212c432d99036bb6b72e2963626aadeb3b5e94346796b69a17ffe5a,PNG,保留,04_260715_D4_LaLaport_Gundam_中洲,49,260715_D4_IMG4394_LaLaport_Gundam購物_0049.PNG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4394_LaLaport_Gundam購物_0049.PNG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
501,IMG_4395.JPG,2e764713f020ded9bb4c7ac46d990e0b0188beac9d7421f4be9e79ba9e6dd8da,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,1,260715_D4_IMG4395_中洲_屋台夜食_0001.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4395_中洲_屋台夜食_0001.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
502,IMG_4396.JPG,61889fba277da32efdf1846e1eb50b0bdaed49f227d930ce423549369623ea78,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,2,260715_D4_IMG4396_中洲_屋台夜食_0002.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4396_中洲_屋台夜食_0002.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
503,IMG_4397.JPG,0914a4d0987c7382cec414cdeba12713dd8bcf96d57125f8659c806bca728d0d,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,3,260715_D4_IMG4397_中洲_屋台夜食_0003.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4397_中洲_屋台夜食_0003.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
504,IMG_4398.JPG,b5be61bac565c2a2988376e000bad1564344f01ee36c97483cab8d1795635ee0,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,4,260715_D4_IMG4398_中洲_屋台夜食_0004.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4398_中洲_屋台夜食_0004.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
505,IMG_4400.JPG,58b3eadc18dbb91b7186abbb27b5ffe8cd839b667adbaae4d517941da6091f4d,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,5,260715_D4_IMG4400_中洲_屋台夜食_0005.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4400_中洲_屋台夜食_0005.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
506,IMG_4401.JPG,523e933a455e7b153f9a07a14ecfe1cf3586a1f5019af0615ba9878bc4faf007,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,6,260715_D4_IMG4401_中洲_屋台夜食_0006.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4401_中洲_屋台夜食_0006.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
507,IMG_4402.JPG,d529214a65ecc4c4451059b6d7c1ee4b18d82c92326eab93a5bfd965ae6338b2,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,7,260715_D4_IMG4402_中洲_屋台夜食_0007.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4402_中洲_屋台夜食_0007.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
508,IMG_4403.JPG,9cb71d10bd5aebc38f9ffb886125d09ba77ed531699aa71e149ff8710b082f07,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,8,260715_D4_IMG4403_中洲_屋台夜食_0008.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4403_中洲_屋台夜食_0008.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
509,IMG_4404.JPG,af516715af5e41ea21e59f99b3d88fb83be8994705daf2f37b3b37f38aa31f27,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,9,260715_D4_IMG4404_中洲_屋台夜食_0009.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4404_中洲_屋台夜食_0009.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
510,IMG_4405.JPG,b209d244f607bfbfa5507905729fd7851ff97f7c845652002e31aba9531a654f,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,10,260715_D4_IMG4405_中洲_屋台夜食_0010.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4405_中洲_屋台夜食_0010.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
511,IMG_4406.JPG,bc17529fd136585028ca08e5a1db6f9d914259f54002b9727c711ab6de6d8048,JPEG,保留,04_260715_D4_LaLaport_Gundam_中洲,11,260715_D4_IMG4406_中洲_屋台夜食_0011.JPG,04_260715_D4_LaLaport_Gundam_中洲/260715_D4_IMG4406_中洲_屋台夜食_0011.JPG,move_and_rename,no,否,否,依 D4 日期／行程分類，保留原始 IMG 編號以便回溯
