review_index,relative_path,format,size_bytes,width,height,captured_at,capture_time_source,sha256,trip_date,trip_day,itinerary,scene,archive_folder,classification_status,classification_confidence,classification_evidence,archive_decision,fb_selected,photo_selected,photo_score,photo_reason,review_note
442,IMG_4325.JPG,JPEG,4117454,3213,5712,,unavailable,c52c61380e724148e89b5cd4bee598c88a49e890f617ddffbe200e15b89d309f,260715,D4,LaLaport／Gundam Park・市區,購物／Gundam／河川／祭典街景,04_260715_D4_LaLaport_Gundam_中洲,classified,high,LaLaport、Gundam Park、河川與市區祭典地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
443,IMG_4326.JPG,JPEG,4036065,3213,5712,,unavailable,a09a837e47f618980fe48a618e068dff166d57f0abc0ede64379618263e48b6e,260715,D4,LaLaport／Gundam Park・市區,購物／Gundam／河川／祭典街景,04_260715_D4_LaLaport_Gundam_中洲,classified,high,LaLaport、Gundam Park、河川與市區祭典地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
444,IMG_4327.JPG,JPEG,3328753,3213,5712,,unavailable,4b425eca45a343e7c8169119f472e01a70c398a796d84a62494b0432dbc35405,260715,D4,LaLaport／Gundam Park・市區,購物／Gundam／河川／祭典街景,04_260715_D4_LaLaport_Gundam_中洲,classified,high,LaLaport、Gundam Park、河川與市區祭典地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
445,IMG_4328.JPG,JPEG,3693250,5712,3213,,unavailable,12b5ee3cf6f4c96a411a831902bbb75ddac11efae152b6200c06a5bd51d161f9,260715,D4,LaLaport／Gundam Park・市區,購物／Gundam／河川／祭典街景,04_260715_D4_LaLaport_Gundam_中洲,classified,high,LaLaport、Gundam Park、河川與市區祭典地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
446,IMG_4329.JPG,JPEG,2988352,5712,3213,,unavailable,beecb0246c76ac1cd95d4acdaf904ef8341456892677fe0ed89d7e4222491a4b,260715,D4,LaLaport／Gundam Park・市區,購物／Gundam／河川／祭典街景,04_260715_D4_LaLaport_Gundam_中洲,classified,high,LaLaport、Gundam Park、河川與市區祭典地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
447,IMG_4331.JPG,JPEG,3211217,3213,5712,,unavailable,0545432e7a6ec719d170db4ef905179fac299a581db8d2899327e53f15aedd34,260715,D4,LaLaport／Gundam Park・市區,購物／Gundam／河川／祭典街景,04_260715_D4_LaLaport_Gundam_中洲,classified,high,LaLaport、Gundam Park、河川與市區祭典地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
448,IMG_4332.JPG,JPEG,2717209,3213,5712,,unavailable,d0ef0fe1c90796ae779280200ab08b9d48b03e396f9c26e37e9a8ab9beeca5fd,260715,D4,LaLaport／Gundam Park・市區,購物／Gundam／河川／祭典街景,04_260715_D4_LaLaport_Gundam_中洲,classified,high,LaLaport、Gundam Park、河川與市區祭典地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
449,IMG_4333.JPG,JPEG,3437102,3213,5712,,unavailable,2025b1396d5cbc9845707f815617312fdb788048e6f53c2e31b44be5826ee31c,260715,D4,LaLaport／Gundam Park・市區,購物／Gundam／河川／祭典街景,04_260715_D4_LaLaport_Gundam_中洲,classified,high,LaLaport、Gundam Park、河川與市區祭典地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
450,IMG_4334.JPG,JPEG,3275355,3213,5712,,unavailable,22c193d1cf0cbff81306a2c7c289e3ab4036f07bfc84e12887cb45f5b4013c0c,260715,D4,LaLaport／Gundam Park・市區,購物／Gundam／河川／祭典街景,04_260715_D4_LaLaport_Gundam_中洲,classified,high,LaLaport、Gundam Park、河川與市區祭典地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
451,IMG_4336.JPG,JPEG,2599613,5712,3213,,unavailable,286f2185d9429f579a3dc6e327a03c646054b26c65b56724dead3f55b5309306,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
452,IMG_4337.JPG,JPEG,2956303,3213,5712,,unavailable,9862943aa0ca3f6bbb9bd1a40752b30de0cfb80a8f29f7abcafec140b91df211,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
453,IMG_4338.JPG,JPEG,2919729,3213,5712,,unavailable,7842c3c69b60bf78461ea656eb1e601d352c9fab7875ddf2260bc55c89b07a5b,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
454,IMG_4339.JPG,JPEG,2906544,3213,5712,,unavailable,6d5a0fcb75e2d5d8f9ebfb1019c2271ba5b532ad1a0ce80be97d4c1f445f7baa,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
455,IMG_4340.JPG,JPEG,3491428,5712,3213,,unavailable,afed2fc084b2d59811e5f2fd767fac92db0e83d58cc12eaad4d2f295a0a1ed81,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
456,IMG_4341.JPG,JPEG,2885618,5712,3213,,unavailable,dacee6fba8e00b06c46804ebd8feb027a9c17b0ff382d46b9d9eacf3b07c621e,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
457,IMG_4342.JPG,JPEG,3914695,5712,3213,,unavailable,105bdbe51d467d54836f70765e4fe61a798ed87ab13f84cf8303ccfcc0780388,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
458,IMG_4343.JPG,JPEG,4122355,3213,5712,,unavailable,a96ed594aca4eee6abaa4b8b81e6ede1552668fa2deb7339e82546e17790dce9,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
459,IMG_4345.JPG,JPEG,1990893,5712,3213,,unavailable,65c91eed22d701607f77410b31cecb2a408607129f7e88b8e4a8dec21bfd2f06,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
460,IMG_4346.JPG,JPEG,1428921,5712,3213,,unavailable,5de6ffce0c4572849193927a2dc351d1f0c7a0adf5b4ebdbc9ce63647037bdc8,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
461,IMG_4347.JPG,JPEG,2156055,5712,3213,,unavailable,c7b189666b0ae4bec596076e0743fec3431487232ff577d894634db59248f40c,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
462,IMG_4348.JPG,JPEG,2195700,3213,5712,,unavailable,bf0809b8ad1a23eb7d7e713dde9bd4070504b1cde6eaa72aa945ae87a71bdc05,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
463,IMG_4350.JPG,JPEG,1762386,5712,3213,,unavailable,d8d42d249b7be4fc6e0d3a2863a8744d8bbd1057f2d818c7fcc52a4afe5c0d69,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
464,IMG_4352.JPG,JPEG,1850429,5712,3213,,unavailable,7109f1475b9a9308419ee7496f67fada1e5b34a2205ae7bbb767997b7345500e,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
465,IMG_4353.JPG,JPEG,3198193,4284,5712,,unavailable,19417a58a99dc7d5312a1e9e462048cca0f2de4daa195f343dfd3b9d0e71d75a,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
466,IMG_4354.JPG,JPEG,2033236,3213,5712,,unavailable,341c928855cd5b71fc1e26628613874ffb61cd0f63269b48f2a0ce1310504b69,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
467,IMG_4355.JPG,JPEG,2866314,3213,5712,,unavailable,90cde9108dcc6a65771bb81b102d5f3987cb1ab73519608cf811ad96b92195a9,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
468,IMG_4359.PNG,PNG,471640,1206,2622,,unavailable,b5675abce0db507903eecbd104b4d49fc35b3e975fc1b85cea251b02445db7a5,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,淘汰候選,否,否,,,螢幕截圖或明顯非旅遊照片；僅列候選，未刪除
469,IMG_4360.JPG,JPEG,1436644,5712,3213,,unavailable,91e947fbdf8524ecf616e707eef43bdfe4643427aed32332b670bfad5db30402,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
470,IMG_4361.JPG,JPEG,742730,4032,2268,,unavailable,95f4395b68a2741995232d0e288f083b2c328c5e1419f3e05903608243f9b292,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
471,IMG_4362.JPG,JPEG,1769450,5712,3214,,unavailable,d10eadad8813224d0b1d9d7f5550ab141fb6160b1f43974545b4883f853ff385,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
472,IMG_4363.JPG,JPEG,1499774,5712,3213,,unavailable,f1e199431d0861085fb226d66fe66a4a842617dce2a1e6cbeaa6688a8503a496,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
473,IMG_4364.JPG,JPEG,3572379,3213,5712,,unavailable,d23d8af98bc2b7167cab16d68784e9145543f68502e50100236c0914ada9d790,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
474,IMG_4367.JPG,JPEG,4197623,3213,5712,,unavailable,1ea3502c08b9fa3011db82d3c776b9fc4a13d1062266e29e14868581d42a2b1a,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
475,IMG_4368.JPG,JPEG,2901535,3213,5712,,unavailable,e38e8250d8a8166493fc4ab5e600b017bd9d16b67e644a0e84e93db99ad95c67,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
476,IMG_4370.JPG,JPEG,3469074,5712,3213,,unavailable,d104575a402b2668fa76c832af08586d5086b05d697770b64a1e74922bb9c5c8,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
477,IMG_4371.JPG,JPEG,3594442,3213,5712,,unavailable,7b6310dff3f066a4181bc4cd98e33163da549f6a4665f645b16c35bb49520368,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
478,IMG_4372.JPG,JPEG,3965977,5712,3213,,unavailable,51a6315bcbd266ae6157d5fb2db58b52489378cb72d52997ba21eb929f5e5481,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
479,IMG_4373.JPG,JPEG,5109083,3213,5712,,unavailable,e68db6162519ed60fd62977caf34bf944b1238f3cc08b380b1802c0626f8f5f5,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
480,IMG_4374.JPG,JPEG,3560329,5712,3213,,unavailable,c19e3bad4d1761ba4733bad3a8151b69a371860d620d60399ef5fcfeb8e00747,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
481,IMG_4375.JPG,JPEG,5027011,5712,3213,,unavailable,5bd013ade6364956f02f27fd4070d44a0151c5cfc07b745c70a25e98417a00fc,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
482,IMG_4376.JPG,JPEG,3553565,5712,3213,,unavailable,7b84c769e818859b37b5edfe01e40f5538b0e0d09fceabc75154d84a373f5230,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
483,IMG_4377.JPG,JPEG,1699106,5712,3213,,unavailable,80aaa70d135418ceccbf52a7b6fdf219ddc7f168519066ab6bd220acf793fc65,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
484,IMG_4378.JPG,JPEG,2275856,5712,3213,,unavailable,1931d3eab44318f3f1bfb4d90db502ffd00c689114727e0fc4afd36da56b524a,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
485,IMG_4379.JPG,JPEG,2337227,3213,5712,,unavailable,621463a9a4e38db57fa8a319f9d44ad0dca7cdafa37f3e2205a7760b4846f01f,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
486,IMG_4380.JPG,JPEG,3190086,3213,5712,,unavailable,5d45e054c7a440d9bc54c9550354bd2f73055c1ae7b9837a8943264f333d4ebb,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
487,IMG_4381.JPG,JPEG,4680169,5712,3213,,unavailable,f2e02ee2f70a0dfa4749793ba3dd687eb736c830a9faf118cbfbea879f1860db,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
488,IMG_4382.JPG,JPEG,3294263,5712,3213,,unavailable,cbda53180e4d5fc3cd78d71f746f0deac925b6addfc3365499d79ab8470c983d,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
489,IMG_4383.JPG,JPEG,2832303,3213,5712,,unavailable,c6d5141dbc71606781f79da2a03b1d31277ca358cedb9c3f9bce268ae9eae142,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
490,IMG_4384.JPG,JPEG,2273639,5712,3213,,unavailable,69f922ae351701aa979d812a75701dcd38f2e0df58eade7cf33441b998f90a6c,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
491,IMG_4385.JPG,JPEG,3112797,5712,3213,,unavailable,58cbd5d7d43ab9649d8848352ea03431ee7561bc92da182cda3ac672b081a737,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
492,IMG_4386.JPG,JPEG,3217254,5712,3213,,unavailable,69c568bea8212afd741da9765a3aa6d99d2d11cebcdf278596b4ea96186da865,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
493,IMG_4387.JPG,JPEG,1157169,2268,4032,,unavailable,9b7503da247eb9ee6c447f5fc87a2f6caefffbf321ee869971e48e7f1a0fedd1,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
494,IMG_4388.JPG,JPEG,1149194,2268,4032,,unavailable,5526f09a6051723e30a306943e79c8e0a6e2c203a982202be6241f9b7543965b,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
495,IMG_4389.JPG,JPEG,1216100,2268,4032,,unavailable,2ea13b84ff1daf5e432bfeb7eba7cff347855247b6a751504c934a75227e1827,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
496,IMG_4390.JPG,JPEG,2374575,3213,5712,,unavailable,06691336368c603885e1a20feeae6b5dd998d7e56111d3f959f546666f0efaf8,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
497,IMG_4391.JPG,JPEG,1853353,3213,5712,,unavailable,4e73c2135383758a76b594682bb80f1f2a862a47922a129f1519ecf57ead6f50,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
498,IMG_4392.JPG,JPEG,1159701,4032,2268,,unavailable,9f2b2a70af8d4812b01b82cf640e7f97c1b3f32d6c452bf596f6cfb9a4d56fa3,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
499,IMG_4393.JPG,JPEG,3004472,3213,5712,,unavailable,b3b13672f105b4488ee078440d21038fb26c7201489733f0e857938320a59e81,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
500,IMG_4394.PNG,PNG,7802128,2622,1206,,unavailable,b4b51777b212c432d99036bb6b72e2963626aadeb3b5e94346796b69a17ffe5a,260715,D4,LaLaport／Gundam Park・購物,商場／餐食／Gundam 展示,04_260715_D4_LaLaport_Gundam_中洲,classified,high,Gundam Base、LaLaport 商場與購物連續序列,保留,否,否,,,完成目視檢視；保留作旅程總帳
501,IMG_4395.JPG,JPEG,3344390,3213,5712,,unavailable,2e764713f020ded9bb4c7ac46d990e0b0188beac9d7421f4be9e79ba9e6dd8da,260715,D4,中洲／屋台與夜食,屋台／拉麵／夜間街景,04_260715_D4_LaLaport_Gundam_中洲,classified,high,LaLaport 段後轉入中洲屋台與夜間餐食,保留,否,否,,,完成目視檢視；保留作旅程總帳
502,IMG_4396.JPG,JPEG,2810292,4896,2754,,unavailable,61889fba277da32efdf1846e1eb50b0bdaed49f227d930ce423549369623ea78,260715,D4,中洲／屋台與夜食,屋台／拉麵／夜間街景,04_260715_D4_LaLaport_Gundam_中洲,classified,high,LaLaport 段後轉入中洲屋台與夜間餐食,保留,否,否,,,完成目視檢視；保留作旅程總帳
503,IMG_4397.JPG,JPEG,2628341,5712,3213,,unavailable,0914a4d0987c7382cec414cdeba12713dd8bcf96d57125f8659c806bca728d0d,260715,D4,中洲／屋台與夜食,屋台／拉麵／夜間街景,04_260715_D4_LaLaport_Gundam_中洲,classified,high,LaLaport 段後轉入中洲屋台與夜間餐食,保留,否,否,,,完成目視檢視；保留作旅程總帳
504,IMG_4398.JPG,JPEG,1448198,4032,2268,,unavailable,b5be61bac565c2a2988376e000bad1564344f01ee36c97483cab8d1795635ee0,260715,D4,中洲／屋台與夜食,屋台／拉麵／夜間街景,04_260715_D4_LaLaport_Gundam_中洲,classified,high,LaLaport 段後轉入中洲屋台與夜間餐食,保留,否,否,,,完成目視檢視；保留作旅程總帳
505,IMG_4400.JPG,JPEG,3674448,5712,3213,,unavailable,58b3eadc18dbb91b7186abbb27b5ffe8cd839b667adbaae4d517941da6091f4d,260715,D4,中洲／屋台與夜食,屋台／拉麵／夜間街景,04_260715_D4_LaLaport_Gundam_中洲,classified,high,LaLaport 段後轉入中洲屋台與夜間餐食,保留,否,否,,,完成目視檢視；保留作旅程總帳
506,IMG_4401.JPG,JPEG,3201764,5712,3213,,unavailable,523e933a455e7b153f9a07a14ecfe1cf3586a1f5019af0615ba9878bc4faf007,260715,D4,中洲／屋台與夜食,屋台／拉麵／夜間街景,04_260715_D4_LaLaport_Gundam_中洲,classified,high,LaLaport 段後轉入中洲屋台與夜間餐食,保留,否,否,,,完成目視檢視；保留作旅程總帳
507,IMG_4402.JPG,JPEG,2860505,5712,3213,,unavailable,d529214a65ecc4c4451059b6d7c1ee4b18d82c92326eab93a5bfd965ae6338b2,260715,D4,中洲／屋台與夜食,屋台／拉麵／夜間街景,04_260715_D4_LaLaport_Gundam_中洲,classified,high,LaLaport 段後轉入中洲屋台與夜間餐食,保留,否,否,,,完成目視檢視；保留作旅程總帳
508,IMG_4403.JPG,JPEG,2825360,5712,3213,,unavailable,9cb71d10bd5aebc38f9ffb886125d09ba77ed531699aa71e149ff8710b082f07,260715,D4,中洲／屋台與夜食,屋台／拉麵／夜間街景,04_260715_D4_LaLaport_Gundam_中洲,classified,high,LaLaport 段後轉入中洲屋台與夜間餐食,保留,否,否,,,完成目視檢視；保留作旅程總帳
509,IMG_4404.JPG,JPEG,966787,4032,2268,,unavailable,af516715af5e41ea21e59f99b3d88fb83be8994705daf2f37b3b37f38aa31f27,260715,D4,中洲／屋台與夜食,屋台／拉麵／夜間街景,04_260715_D4_LaLaport_Gundam_中洲,classified,high,LaLaport 段後轉入中洲屋台與夜間餐食,保留,否,否,,,完成目視檢視；保留作旅程總帳
510,IMG_4405.JPG,JPEG,1112930,4032,2268,,unavailable,b209d244f607bfbfa5507905729fd7851ff97f7c845652002e31aba9531a654f,260715,D4,中洲／屋台與夜食,屋台／拉麵／夜間街景,04_260715_D4_LaLaport_Gundam_中洲,classified,high,LaLaport 段後轉入中洲屋台與夜間餐食,保留,否,否,,,完成目視檢視；保留作旅程總帳
511,IMG_4406.JPG,JPEG,2444228,3213,5712,,unavailable,bc17529fd136585028ca08e5a1db6f9d914259f54002b9727c711ab6de6d8048,260715,D4,中洲／屋台與夜食,屋台／拉麵／夜間街景,04_260715_D4_LaLaport_Gundam_中洲,classified,high,LaLaport 段後轉入中洲屋台與夜間餐食,保留,否,否,,,完成目視檢視；保留作旅程總帳
512,IMG_4407.JPG,JPEG,2448659,3213,5712,,unavailable,909427bed5d1427e02e05c4e49626bfb1320c9d5f4183439cda245a6d2095370,260715,D4,中洲／屋台與夜食,屋台／拉麵／夜間街景,04_260715_D4_LaLaport_Gundam_中洲,classified,high,LaLaport 段後轉入中洲屋台與夜間餐食,保留,否,否,,,完成目視檢視；保留作旅程總帳
513,IMG_4408.JPG,JPEG,880474,4032,2268,,unavailable,b5bc5d27cbe714bfb32b2a5e48c4a9db22e2a4f3b090a70fbc4664194ccdcd2c,260715,D4,中洲／屋台與夜食,屋台／拉麵／夜間街景,04_260715_D4_LaLaport_Gundam_中洲,classified,high,LaLaport 段後轉入中洲屋台與夜間餐食,保留,否,否,,,完成目視檢視；保留作旅程總帳
